abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;defense;hp;name;pokedex_number;sp_attack;sp_defense;speed;type1;type2;generation;is_legendary;developers_favourite;design_date;shiny_rate;catch_routes
['Water Absorb', 'Cursed Body', 'Damp'];0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;40;50;55;Frillish;592;65;85;40;water;ghost;5;0;false;1992- 2- 4;0.5;11  3 2 22
['Water Absorb', 'Cursed Body', 'Damp'];0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;60;70;100;Jellicent;593;85;1 5;60;water;ghost;5;0;false;1991- 5-13;0.5;10 22 2 22
['Healer', 'Hydration', 'Regenerator'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;80;165;Alomomola;594;40;45;65;water;;5;0;true;1991- 1- 2;1.5;11 17 2 22
['Compoundeyes', 'Unnerve', 'Swarm'];1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;47;50;50;Joltik;595;57;50;65;bug;electric;5;0;true;1992- 7- 3;1.5; 3 12 2 22
['Compoundeyes', 'Unnerve', 'Swarm'];1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;77;60;70;Galvantula;596;97;60;1 8;bug;electric;5;0;false;1991- 5- 9;1.5;11 17 2 22
['Iron Barbs'];1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;50;91;44;Ferroseed;597;24;86;10;grass;steel;5;0;false;1993-11-26;1.5; 5 26 2 22
['Iron Barbs', 'Anticipation'];1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;94;131;74;Ferrothorn;598;54;116;20;grass;steel;5;0;true;1991- 1-18;1.5; 1  4 2 23
['Plus', 'Minus', 'Clear Body'];0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;55;70;40;Klink;599;45;60;30;steel;;5;0;true;1991- 1-30;0.5; 3 19 2 22
['Plus', 'Minus', 'Clear Body'];0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;80;95;60;Klang;600;70;85;50;steel;;5;0;true;1992- 1-27;0.5;12 15 2 22
['Plus', 'Minus', 'Clear Body'];0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;100;115;60;Klinklang;6 1;70;85;90;steel;;5;0;true;1993-10- 8;0.5; 8 28 2 22
['Levitate'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;55;40;35;Tynamo;6 2;45;40;60;electric;;5;0;true;1992-10-30;1.5; 3 11 2 23
['Levitate'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;70;65;Eelektrik;6 3;75;70;40;electric;;5;0;true;1991- 7-24;1.5; 6  2 2 22
['Levitate'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;115;80;85;Eelektross;6 4;1 5;80;50;electric;;5;0;false;1990- 9- 9;1.5; 3 22 2 22
['Telepathy', 'Synchronize', 'Analytic'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;55;55;Elgyem;6 5;85;55;30;psychic;;5;0;false;1995-12-18;2.5;11  4 2 22
['Telepathy', 'Synchronize', 'Analytic'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;75;75;75;Beheeyem;6 6;125;95;40;psychic;;5;0;true;1993- 9-22;2.5; 9 20 2 22
['Flash Fire', 'Flame Body', 'Infiltrator'];0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;30;55;50;Litwick;6 7;65;55;20;ghost;fire;5;0;false;1993- 1- 1;0.25; 2 25 2 23
['Flash Fire', 'Flame Body', 'Infiltrator'];0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;40;60;60;Lampent;6 8;95;60;55;ghost;fire;5;0;true;1995-12-30;0.25; 8  5 2 22
['Flash Fire', 'Flame Body', 'Infiltrator'];0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;55;90;60;Chandelure;6 9;145;90;80;ghost;fire;5;0;false;1990- 4- 5;0.25; 8 14 2 22
['Rivalry', 'Mold Breaker', 'Unnerve'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;87;60;46;Axew;610;30;40;57;dragon;;5;0;true;1992- 5-14;1.5; 7  4 2 22
['Rivalry', 'Mold Breaker', 'Unnerve'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;117;70;66;Fraxure;611;40;50;67;dragon;;5;0;false;1992- 4-26;1.5; 7 16 2 22
['Rivalry', 'Mold Breaker', 'Unnerve'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;147;90;76;Haxorus;612;60;70;97;dragon;;5;0;false;1994- 3-14;1.5; 2 28 2 23
['Snow Cloak', 'Slush Rush', 'Rattled'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;70;40;55;Cubchoo;613;60;40;40;ice;;5;0;true;1993-11-18;1.5; 5 27 2 22
['Snow Cloak', 'Slush Rush', 'Swift Swim'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;130;80;95;Beartic;614;70;80;50;ice;;5;0;false;1993- 2-18;1.5; 5 21 2 22
['Levitate'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;50;80;Cryogonal;615;95;135;1 5;ice;;5;0;true;1992- 3-20;1.5; 9 28 2 22
['Hydration', 'Shell Armor', 'Overcoat'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;40;85;50;Shelmet;616;40;65;25;bug;;5;0;true;1990- 9-11;1.5; 5  1 2 22
['Hydration', 'Sticky Hold', 'Unburden'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;70;40;80;Accelgor;617;100;60;145;bug;;5;0;true;1991- 5- 4;1.5; 4 20 2 22
['Static', 'Limber', 'Sand Veil'];1;1;1;0;1;1;1;0.5;1;2;2;2;1;0.5;1;0.5;0.5;2;66;84;1 9;Stunfisk;618;81;99;32;ground;electric;5;0;false;1991- 1- 8;1.5; 9 12 2 22
['Inner Focus', 'Regenerator', 'Reckless'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;85;50;45;Mienfoo;619;55;50;65;fighting;;5;0;false;1995- 3- 3;0.5; 2  9 2 23
['Inner Focus', 'Regenerator', 'Reckless'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;125;60;65;Mienshao;620;95;60;1 5;fighting;;5;0;false;1995- 7-29;0.5; 5 13 2 22
['Rough Skin', 'Sheer Force', 'Mold Breaker'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;120;90;77;Druddigon;621;60;90;48;dragon;;5;0;false;1994-12- 9;1.5;11 27 2 22
['Iron Fist', 'Klutz', 'No Guard'];0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;74;50;59;Golett;622;35;50;35;ground;ghost;5;0;false;1993-11-17;0.5; 8 15 2 22
['Iron Fist', 'Klutz', 'No Guard'];0.5;2;1;0;1;0;1;1;2;2;1;2;0;0.25;1;0.5;1;2;124;80;89;Golurk;623;55;80;55;ground;ghost;5;0;true;1990-12- 8;0.5; 6  6 2 22
['Defiant', 'Inner Focus', 'Pressure'];1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;85;70;45;Pawniard;624;40;40;60;dark;steel;5;0;true;1990- 3-17;1.5;12 16 2 22
['Defiant', 'Inner Focus', 'Pressure'];1;0.5;0.5;1;1;4;2;0.5;0.5;0.5;2;0.5;0.5;0;0;0.5;0.5;1;125;100;65;Bisharp;625;60;70;70;dark;steel;5;0;false;1991-10- 2;1.5; 3 31 2 22
['Reckless', 'Sap Sipper', 'Soundproof'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;95;95;Bouffalant;626;40;95;55;normal;;5;0;false;1994- 9- 2;1.5; 1  6 2 23
['Keen Eye', 'Sheer Force', 'Hustle'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;83;50;70;Rufflet;627;37;50;60;normal;flying;5;0;false;1991- 3-21;0.5; 3  8 2 23
['Keen Eye', 'Sheer Force', 'Defiant'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;123;75;100;Braviary;628;57;75;80;normal;flying;5;0;false;1991- 8-25;0.5; 8 15 2 22
['Big Pecks', 'Overcoat', 'Weak Armor'];1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;55;75;70;Vullaby;629;45;65;60;dark;flying;5;0;true;1992-10-31;1.5;12  5 2 22
['Big Pecks', 'Overcoat', 'Weak Armor'];1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;65;1 5;110;Mandibuzz;630;55;95;80;dark;flying;5;0;false;1993- 6-22;1.5;11 18 2 22
['Gluttony', 'Flash Fire', 'White Smoke'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;97;66;85;Heatmor;631;1 5;66;65;fire;;5;0;true;1992-12-20;0.5;10 21 2 22
['Swarm', 'Hustle', 'Truant'];0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;1 9;112;58;Durant;632;48;48;1 9;bug;steel;5;0;true;1995-10- 2;0.5; 5 28 2 22
['Hustle'];2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;65;50;52;Deino;633;45;50;38;dark;dragon;5;0;false;1995- 8-26;2.5; 2 26 2 23
['Hustle'];2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;85;70;72;Zweilous;634;65;70;58;dark;dragon;5;0;false;1993- 6-23;2.5; 4 16 2 22
['Levitate'];2;0.5;2;0.5;4;2;0.5;1;0.5;0.5;1;2;1;1;0;1;1;0.5;1 5;90;92;Hydreigon;635;125;90;98;dark;dragon;5;0;false;1994- 6-29;2.5; 4 11 2 22
['Flame Body', 'Swarm'];0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;85;55;55;Larvesta;636;50;55;60;bug;fire;5;0;false;1996- 2-27;0.5; 1 19 2 23
['Flame Body', 'Swarm'];0.5;1;1;1;0.5;0.5;1;2;1;0.25;1;0.5;1;1;1;4;0.5;2;60;65;85;Volcarona;637;135;1 5;100;bug;fire;5;0;false;1990- 6-27;0.5; 6 24 2 22
['Justified'];0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;90;129;91;Cobalion;638;90;72;1 8;steel;fighting;5;1;true;1990- 3-27;0.25; 5  3 2 22
['Justified'];0.5;0.5;1;1;2;2;0.5;1;1;2;2;1;0.5;0.5;2;0.5;2;2;129;90;91;Terrakion;639;72;90;1 8;rock;fighting;5;1;true;1994- 1- 8;0.5; 9 27 2 22
['Justified'];1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;90;72;91;Virizion;640;90;129;1 8;grass;fighting;5;1;false;1993- 3-23;1.5;11 29 2 22
['Prankster', 'Defiant', 'Regenerator'];0.5;1;1;2;1;0.5;1;1;1;0.5;0;2;1;1;1;2;1;1;100;80;79;Tornadus;641;110;90;121;flying;;5;1;false;1996- 1- 2;0.5; 7  3 2 22
['Prankster', 'Defiant', 'Volt Absorb'];0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;1 5;70;79;Thundurus;642;145;80;1 1;electric;flying;5;1;true;1994- 4-29;0.5;10  5 2 22
['Turboblaze'];0.5;1;2;0.5;1;1;0.25;1;1;0.25;2;1;1;1;1;2;0.5;1;120;100;100;Reshiram;643;150;120;90;dragon;fire;5;1;false;1992- 5-26;0.5; 5 10 2 22
['Teravolt'];1;1;2;0.25;2;1;0.5;0.5;1;0.5;2;2;1;1;1;1;0.5;0.5;150;120;100;Zekrom;644;120;100;90;dragon;electric;5;1;true;1995- 4-21;1.5; 2 10 2 23
['Sand Force', 'Sheer Force', 'Intimidate'];0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;145;90;89;Landorus;645;1 5;80;91;ground;flying;5;1;false;1994- 5-14;0.5; 3 19 2 22
['Pressure', 'Teravolt', 'Turboblaze'];1;1;2;0.5;2;2;1;1;1;0.5;1;1;1;1;1;2;2;0.5;120;90;125;Kyurem;646;170;100;95;dragon;ice;5;1;true;1995- 2- 3;1.5; 1  3 2 23
['Justified'];0.5;0.5;1;2;2;1;0.5;2;1;2;1;0.5;1;1;2;0.5;0.5;0.5;72;90;91;Keldeo;647;129;90;1 8;water;fighting;5;1;false;1993- 5- 8;0.5; 9  8 2 22
['Serene Grace'];2;2;1;1;1;1;1;1;0;1;1;1;1;1;0.5;1;1;1;128;90;100;Meloetta;648;77;77;128;normal;psychic;5;1;false;1996- 3-10;2.5;10 19 2 22
['Download'];0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;120;95;71;Genesect;649;120;95;99;bug;steel;5;1;false;1992- 8-17;0.5; 6  5 2 22
['Overgrow', 'Bulletproof'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;61;65;56;Chespin;650;48;45;38;grass;;6;0;false;1994- 3-17;2.5; 5 22 2 22
['Overgrow', 'Bulletproof'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;78;95;61;Quilladin;651;56;58;57;grass;;6;0;true;1995- 7- 9;2.5; 3 21 2 22
['Overgrow', 'Bulletproof'];1;0.5;1;0.5;2;1;2;4;1;0.5;0.5;2;1;2;2;0.5;1;0.5;1 7;122;88;Chesnaught;652;74;75;64;grass;fighting;6;0;true;1990- 4-10;1.5; 7 19 2 22
['Blaze', 'Magician'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;45;40;40;Fennekin;653;62;60;60;fire;;6;0;true;1993- 9-13;0.5;12  6 2 22
['Blaze', 'Magician'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;59;58;59;Braixen;654;90;70;73;fire;;6;0;false;1993-11-20;0.5; 7 15 2 22
['Blaze', 'Magician'];1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;69;72;75;Delphox;655;114;100;1 4;fire;psychic;6;0;true;1990-12-30;1.5; 9 12 2 22
['Torrent', 'Protean'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;56;40;41;Froakie;656;62;44;71;water;;6;0;true;1994- 4- 8;1.5; 6  8 2 22
['Torrent', 'Protean'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;63;52;54;Frogadier;657;83;56;97;water;;6;0;true;1995-12-15;1.5; 6 23 2 22
['Torrent', 'Protean', 'Battle Bond'];2;0.5;1;2;2;2;0.5;1;0.5;2;1;0.5;1;1;0;1;0.5;0.5;145;67;72;Greninja;658;153;71;132;water;dark;6;0;false;1991-11-13;2.5; 7 23 2 22
['Pickup', 'Cheek Pouch', 'Huge Power'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;36;38;38;Bunnelby;659;32;36;57;normal;;6;0;true;1993-11- 1;1.5; 2 21 2 23
['Pickup', 'Cheek Pouch', 'Huge Power'];1;1;1;0;1;2;1;1;0;2;1;2;1;0.5;1;0.5;1;2;56;77;85;Diggersby;660;50;77;78;normal;ground;6;0;false;1990-12-31;1.5; 9 29 2 22
['Big Pecks', 'Gale Wings'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;50;43;45;Fletchling;661;40;38;62;normal;flying;6;0;true;1990-11- 2;0.5; 5  1 2 22
['Flame Body', 'Gale Wings'];0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;73;55;62;Fletchinder;662;56;52;84;fire;flying;6;0;true;1991- 9- 4;0.25; 9 14 2 22
['Flame Body', 'Gale Wings'];0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;81;71;78;Talonflame;663;74;69;126;fire;flying;6;0;true;1992- 9-10;0.25; 1 21 2 23
['Shield Dust', 'Compoundeyes', 'Friend Guard'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;35;40;38;Scatterbug;664;27;25;35;bug;;6;0;false;1990- 3-23;1.5; 8 19 2 22
['Shed Skin', 'Friend Guard'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;22;60;45;Spewpa;665;27;30;29;bug;;6;0;true;1992- 8-29;1.5; 5 10 2 22
['Shield Dust', 'Compoundeyes', 'Friend Guard'];0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;52;50;80;Vivillon;666;90;50;89;bug;flying;6;0;false;1990- 4- 3;0.5; 5  9 2 22
['Rivalry', 'Unnerve', 'Moxie'];0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;50;58;62;Litleo;667;73;54;72;fire;normal;6;0;true;1990- 7-14;0.5; 9 28 2 22
['Rivalry', 'Unnerve', 'Moxie'];0.5;1;1;1;0.5;2;0.5;1;0;0.5;2;0.5;1;1;1;2;0.5;2;68;72;86;Pyroar;668;1 9;66;1 6;fire;normal;6;0;true;1995- 3-29;0.5;11 30 2 22
['Flower Veil', 'Symbiosis'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;38;39;44;Flabébé;669;61;79;42;fairy;;6;0;false;1996- 1-31;0.5; 9 14 2 22
['Flower Veil', 'Symbiosis'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;67;74;Floette;670;125;128;92;fairy;;6;0;false;1993- 4- 3;0.5; 5  4 2 22
['Flower Veil', 'Symbiosis'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;68;78;Florges;671;112;154;75;fairy;;6;0;true;1991- 1-17;0.5; 1  3 2 23
['Sap Sipper', 'Grass Pelt'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;65;48;66;Skiddo;672;62;57;52;grass;;6;0;false;1992-10-21;2.5; 1 19 2 23
['Sap Sipper', 'Grass Pelt'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;62;123;Gogoat;673;97;81;68;grass;;6;0;true;1991- 7- 2;2.5; 6  4 2 22
['Iron Fist', 'Mold Breaker', 'Scrappy'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;82;62;67;Pancham;674;46;48;43;fighting;;6;0;true;1991-12-17;0.5; 4  9 2 22
['Iron Fist', 'Mold Breaker', 'Scrappy'];1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;124;78;95;Pangoro;675;69;71;58;fighting;dark;6;0;true;1993- 5- 7;1.5; 9 16 2 22
['Fur Coat'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;60;75;Furfrou;676;65;90;1 2;normal;;6;0;true;1994- 3- 3;1.5; 6  2 2 22
['Keen Eye', 'Infiltrator', 'Own Tempo'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;48;54;62;Espurr;677;63;60;68;psychic;;6;0;true;1994-12-10;2.5;11 26 2 22
['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;48;76;74;Meowstic;678;83;81;1 4;psychic;;6;0;false;1992- 7- 5;2.5; 8  6 2 22
['No Guard'];0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;80;100;45;Honedge;679;35;37;28;steel;ghost;6;0;false;1993- 6-22;0.25; 1 26 2 23
['No Guard'];0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;110;150;59;Doublade;680;45;49;35;steel;ghost;6;0;true;1994- 4-15;0.25; 8 25 2 22
['Stance Change'];0.25;2;0.5;1;0.5;0;2;0.5;2;0.5;2;0.5;0;0;0.5;0.5;0.5;1;150;50;60;Aegislash;681;150;50;60;steel;ghost;6;0;true;1991-11- 5;0.25; 1 14 2 23
['Healer', 'Aroma Veil'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;52;60;78;Spritzee;682;63;65;23;fairy;;6;0;false;1993- 3-25;0.5; 1 17 2 23
['Healer', 'Aroma Veil'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;72;72;1 1;Aromatisse;683;99;89;29;fairy;;6;0;false;1992- 4- 3;0.5; 7 31 2 22
['Sweet Veil', 'Unburden'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;48;66;62;Swirlix;684;59;57;49;fairy;;6;0;true;1994- 5- 5;0.5; 4  2 2 22
['Sweet Veil', 'Unburden'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;80;86;82;Slurpuff;685;85;75;72;fairy;;6;0;false;1991- 7-19;0.5; 7 20 2 22
['Contrary', 'Suction Cups', 'Infiltrator'];4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;54;53;53;Inkay;686;37;46;45;dark;psychic;6;0;false;1993- 3-11;0.45; 8  9 2 22
['Contrary', 'Suction Cups', 'Infiltrator'];4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;92;88;86;Malamar;687;68;75;73;dark;psychic;6;0;true;1993- 5-18;0.45; 8 12 2 22
['Tough Claws', 'Sniper', 'Pickpocket'];1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;52;67;42;Binacle;688;39;56;50;rock;water;6;0;false;1993- 9- 8;1.5;10 14 2 22
['Tough Claws', 'Sniper', 'Pickpocket'];1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;1 5;115;72;Barbaracle;689;54;86;68;rock;water;6;0;false;1991-12-31;1.5;11 28 2 22
['Poison Point', 'Poison Touch', 'Adaptability'];0.5;1;1;2;0.5;0.5;0.5;1;1;1;2;0.5;1;0.5;2;1;0.5;0.5;60;60;50;Skrelp;690;60;60;30;poison;water;6;0;true;1991-10- 7;0.5; 4  5 2 22
['Poison Point', 'Poison Touch', 'Adaptability'];0.5;1;2;0.5;1;0.5;0.5;1;1;0.25;2;2;1;0.5;2;1;1;0.5;75;90;65;Dragalge;691;97;123;44;poison;dragon;6;0;false;1995- 9- 2;0.5; 4 18 2 22
['Mega Launcher'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;53;62;50;Clauncher;692;58;63;44;water;;6;0;false;1993- 8-18;1.5; 4 17 2 22
['Mega Launcher'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;73;88;71;Clawitzer;693;120;89;59;water;;6;0;true;1992- 9-13;1.5; 9  9 2 22
['Dry Skin', 'Sand Veil', 'Solar Power'];1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;38;33;44;Helioptile;694;61;43;70;electric;normal;6;0;false;1993- 5-11;1.5; 7 11 2 22
['Dry Skin', 'Sand Veil', 'Solar Power'];1;1;1;0.5;1;2;1;0.5;0;1;2;1;1;1;1;1;0.5;1;55;52;62;Heliolisk;695;1 9;94;1 9;electric;normal;6;0;false;1993- 4-20;1.5; 5 11 2 22
['Strong Jaw', 'Sturdy'];1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;89;77;58;Tyrunt;696;45;45;48;rock;dragon;6;0;true;1993- 3- 4;1.5; 7  6 2 22
['Strong Jaw', 'Rock Head'];1;1;2;0.5;2;2;0.25;0.5;1;1;2;2;0.5;0.5;1;1;2;1;121;119;82;Tyrantrum;697;69;59;71;rock;dragon;6;0;true;1994- 4-14;1.5; 7 29 2 22
['Refrigerate', 'Snow Warning'];1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;59;50;77;Amaura;698;67;63;46;rock;ice;6;0;false;1992- 4- 7;1.5; 6  4 2 22
['Refrigerate', 'Snow Warning'];1;1;1;1;1;4;1;0.5;1;2;2;0.5;0.5;0.5;1;2;4;2;77;72;123;Aurorus;699;99;92;58;rock;ice;6;0;false;1995- 1-26;1.5;11  7 2 22
['Cute Charm', 'Pixilate'];0.5;0.5;0;1;1;0.5;1;1;1;1;1;1;1;2;1;1;2;1;65;65;95;Sylveon;700;110;130;60;fairy;;6;0;false;1994-12-12;0.5; 7 14 2 22
['Limber', 'Unburden', 'Mold Breaker'];0.25;0.5;1;2;2;0.5;1;2;1;0.5;0;2;1;1;2;1;1;1;92;75;78;Hawlucha;7 1;74;63;118;fighting;flying;6;0;true;1992- 1- 5;0.25; 5 28 2 22
['Cheek Pouch', 'Pickup', 'Plus'];0.5;0.5;0;0.5;1;0.5;1;0.5;1;1;2;1;1;2;1;1;1;1;58;57;67;Dedenne;7 2;81;67;1 1;electric;fairy;6;0;true;1990-12-18;0.5; 1 12 2 23
['Clear Body', 'Sturdy'];0.5;0.5;0;1;1;1;0.5;0.5;1;2;2;1;0.5;1;1;1;4;2;50;150;50;Carbink;7 3;50;150;50;rock;fairy;6;0;false;1991- 8- 8;0.5; 9 26 2 22
['Sap Sipper', 'Hydration', 'Gooey'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;50;35;45;Goomy;7 4;55;75;40;dragon;;6;0;false;1993- 2-20;1.5; 8 19 2 22
['Sap Sipper', 'Hydration', 'Gooey'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;75;53;68;Sliggoo;7 5;83;113;60;dragon;;6;0;true;1993- 8- 2;1.5;10 20 2 22
['Sap Sipper', 'Hydration', 'Gooey'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;100;70;90;Goodra;7 6;110;150;80;dragon;;6;0;true;1994- 8- 8;1.5;11 18 2 22
['Prankster', 'Magician'];0.25;0.5;0;1;0.5;1;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;1;1;80;91;57;Klefki;7 7;80;87;75;steel;fairy;6;0;false;1996- 1-14;0.25; 8 23 2 22
['Natural Cure', 'Frisk', 'Harvest'];1;2;1;0.5;1;0;2;2;2;0.5;0.5;2;0;1;1;1;1;0.5;70;48;43;Phantump;7 8;50;60;38;ghost;grass;6;0;true;1992-12-30;1.5; 5 13 2 22
